code,complexity,tags,code_length
"import decimal decimal.getcontext().prec = 100 a, v = map(decimal.Decimal, input().split()) l, d, w = map(decimal.Decimal, input().split()) def DecimalPow(a, b): return decimal.Decimal(a) ** decimal.Decimal(b) def getLastT(v1, dist): t1 = (v - v1) / a d1 = v1 * t1 + decimal.Decimal(0.5) * a * DecimalPow(t1, 2) if d1 >= dist: return (-v1 + (v1 ** decimal.Decimal(2) + 2 * a * dist) ** decimal.Decimal(0.5)) / a t2 = (dist - d1) / v return t1 + t2 if w >= v: t = getLastT(0, l) print('{t:.5f}'.format(t = t)) elif (w ** decimal.Decimal(2)) / (decimal.Decimal(2) * a) >= d: t = getLastT(0, l) print('{t:.5f}'.format(t = t)) elif (v ** decimal.Decimal(2) - 0) / (2 * a) + (v ** decimal.Decimal(2) - w ** decimal.Decimal(2)) / (decimal.Decimal(2) * a) >= d: t2 = -w / a + ((w ** decimal.Decimal(2)) / (2 * (a ** decimal.Decimal(2))) + d / a) ** decimal.Decimal(0.5) t1 = w / a + t2 t3 = getLastT(w, l - d) t = t1 + t2 + t3 print('{t:.5f}'.format(t = t)) else: t1 = v / a t3 = (v - w) / a t2 = (d - ((v ** decimal.Decimal(2) - 0) / (decimal.Decimal(2) * a) + (v ** decimal.Decimal(2) - w ** decimal.Decimal(2)) / (decimal.Decimal(2) * a))) / v t4 = getLastT(w, l - d) t = t1 + t2 + t3 + t4 print('{t:.5f}'.format(t = t))",constant,"['implementation', 'math']",1216
"import sys def time_distance(v0, a, d): return (-v0 + (v0**2 + 2*a*d)**0.5)/a def time_accelerating(v0, v1, a): return (v1 - v0)/a def time_speed(v, d): return d/v def distance_travelled(v0, t, a): return v0*t + (a/2)*t**2 def main(): a, v = map(int,sys.stdin.readline().strip().split()) l, d, w = map(int,sys.stdin.readline().strip().split()) time = 0 time_to_d = time_distance(0, a, d) time_to_v = time_accelerating(0, v, a) if (v if time_to_v <= time_to_d else time_to_d * a) <= w: acceleration_time = time_to_v acceleration_distance = distance_travelled(0, acceleration_time, a) if acceleration_distance >= l: time = time_distance(0, a, l) else: time = acceleration_time time += time_speed(v, l - acceleration_distance) else: if time_to_v <= time_to_d: acceleration_time = time_to_v acceleration_distance = distance_travelled(0, acceleration_time, a) deceleration_time = time_accelerating(v, w, -a) deceleration_distance = distance_travelled(v, deceleration_time, -a) if time_to_v > time_to_d or acceleration_distance + deceleration_distance > d: acceleration_time = time_accelerating(0, w, a) acceleration_distance = distance_travelled(0, acceleration_time, a) remaining_distance = d - acceleration_distance delta_time = time_distance(w, a, remaining_distance/2) time = acceleration_time + 2*delta_time else: time = time_to_v time += time_speed(v, d - deceleration_distance - acceleration_distance) time += deceleration_time acceleration_time = time_accelerating(w, v, a) acceleration_distance = distance_travelled(w, acceleration_time, a) if acceleration_distance >= l - d: time += time_distance(w, a, l - d) else: time += acceleration_time time += time_speed(v, l - (d + acceleration_distance)) sys.stdout.write('{0:.5f}'.format(time) + '\n') if __name__ == '__main__': main()",constant,"['implementation', 'math']",1783
"a,v=map(int,input().split()) l,d,w=map(int,input().split()) t=0 def gett(a,b,c): delta=b**2-4*a*c t1=(-b+delta**(1/2))/(2*a) t2=(-b-delta**(1/2))/(2*a) if min(t1,t2)>0: return min(t1,t2) else: return max(t1,t2) if 2*a*d<=w*w or v<=w: if 2*a*l<=v*v: t=(2*l/a)**(1/2) else: t=l/v+v/a/2 else: tmp=d-1/2*v*v/a+1/2*(v-w)**2/a-v*(v-w)/a if tmp<=0: tmp2=l-d-(1/2*(v-w)**2/a+w*(v-w)/a) if tmp2>=0: t=tmp2/v+(v-w)/a+2*gett(a,2*w,w*w/(2*a)-d)+w/a else: t=gett(a/2,w,d-l)+2*gett(a,2*w,w*w/(2*a)-d)+w/a else: tmp2=l-d-(1/2*(v-w)**2/a+w*(v-w)/a) if tmp2>=0: t=tmp2/v+(v-w)/a+(2*v-w)/a+tmp/v else: t=gett(a/2,w,d-l)+(2*v-w)/a+tmp/v print(""%.12f"" %(t))",constant,"['implementation', 'math']",637
"import math def getdt(): return map(int,input().split()) def calc(v0,v,a,x): t = (v - v0)/a x0 = v0 * t + 0.5*a*t*t if x0>=x: return (x,(math.sqrt(v0*v0 + 2*a*x)-v0)/a) return (x0,t) def go(v0,v,a,x): x0,t = calc(v0,v,a,x) return t + (x-x0)/v a,v = getdt() l,d,w = getdt() if w>v: w = v x,t = calc(0,w,a,d) if x==d: print(go(0,v,a,l)) else: print(t+go(w,v,a,(d-x)*0.5) * 2 + go(w,v,a,l-d))",constant,"['implementation', 'math']",389
"def func(u,v,a,l): if (v**2-u**2)>=2*a*l: return ((u**2+2*a*l)**(1/2)-u)/a else: t1=(v-u)/a t2=(l-(u*t1+a*t1*t1/2))/v return t1+t2 def efficient(v,a,w,d): if 2*v*v-w*w<=2*a*d: t1=v/a t2=(v-w)/a t3=(d-0.5*a*t1*t1-v*t2+0.5*a*t2*t2)/v return t1+t2+t3 else: bound=((2*a*d+w*w)/2)**0.5 t1=bound/a t2=(bound-w)/a t3=func(0,w,a,d) return t1+t2 return min(t1+t2,t3) def main(): string1=input() string2=input() arr1=string1.split("" "") arr2=string2.split("" "") a=int(arr1[0]) v=int(arr1[1]) l=int(arr2[0]) d=int(arr2[1]) w=int(arr2[2]) if 2*a*d<=w**2 or v<=w: t1=func(0,v,a,l) print(""%.8f""%(t1)) else: t1=efficient(v,a,w,d) t2=func(w,v,a,l-d) print(""%.8f""%(t1+t2)) main()",constant,"['implementation', 'math']",660
"from math import sqrt a, v = map(int, input().split()) l, d, w = map(int, input().split()) w = min(v, w) lowtime = (v - w) / a lowdist = v * lowtime - a * lowtime**2 / 2 startdist = v**2 / (2 * a) if startdist + lowdist <= d: ans = v / a + (d - startdist - lowdist) / v + lowtime elif w**2 <= 2 * d * a: u = sqrt(a * d + w**2 / 2) ans = (2 * u - w) / a else: ans = sqrt(2 * d / a) w = ans * a hightime = (v - w) / a highdist = w * hightime + a * hightime**2 / 2 if highdist <= l - d: ans += hightime + (l - d - highdist) / v else: disc = sqrt(w**2 + 2 * a * (l - d)) ans += (disc - w) / a print('%.7f' % ans)",constant,"['implementation', 'math']",608
"from math import sqrt def dist(speed, time): return speed * time + a * time**2 / 2 def travelTime(distance, speed): tAll = (- speed + sqrt(speed**2 + 2 * distance * a)) / a tMax = (v - speed) / a if tMax >= tAll: return tAll else: return tMax + (distance - dist(speed, tMax)) / v a, v = map(int, input().split()) l, d, w = map(int, input().split()) if v <= w: print(travelTime(l, 0)) else: tw = w / a dw = dist(0, tw) if dw >= d: print(travelTime(l, 0)) else: print(tw + 2 * travelTime((d - dw) / 2, w) + travelTime(l - d, w))",constant,"['implementation', 'math']",526
def f(n): return n + n//2 n = int(input()) print(f(n)),constant,"['math', 'number theory']",54
n = int(input()) print(3*(n//2)),constant,"['math', 'number theory']",32
"import sys def input(): return sys.stdin.readline().strip() def iinput(): return int(input()) def rinput(): return map(int, sys.stdin.readline().strip().split()) def get_list(): return list(map(int, sys.stdin.readline().strip().split())) n=iinput() print(3*n//2)",constant,"['math', 'number theory']",262
"x= int(input("""")) print(int((x/2)*3))",constant,"['math', 'number theory']",37
a = int(input()) print((a // 2) * 3),constant,"['math', 'number theory']",36
n = int(input()) print(3*n//2),constant,"['math', 'number theory']",30
n = int(input()) print(n//2+n),constant,"['math', 'number theory']",30
n=int(input()) g=n//2 print(g+n),constant,"['math', 'number theory']",32
n=int(input()) print(n+(n//2)),constant,"['math', 'number theory']",30
n = int(input()) print(int(3 * n / 2)),constant,"['math', 'number theory']",38
n = int(input()) print(int(3 * n / 2)),constant,"['math', 'number theory']",38
n=int(input()) a=(n//2)*3 print(a),constant,"['math', 'number theory']",34
if __name__ == '__main__': n = int(input()) num = n + n//2 print(num),constant,"['math', 'number theory']",69
n = int(input()) print(n + n // 2),constant,"['math', 'number theory']",34
n = int(input()) print((n*3)//2),constant,"['math', 'number theory']",32
n = int(input()) n = n + n//2 print(n),constant,"['math', 'number theory']",38
print(int(input())//2*3),constant,"['math', 'number theory']",24
i = int(input()) print(int(i/2) * 3),constant,"['math', 'number theory']",36
"def luck(n): if n % 4 == 0 or n % 7 == 0: return True while n > 0: tmp = n % 10 n = int(n / 10) if tmp != 4 and tmp != 7: return False return True def lucky(n): if luck(n): return ""YES"" for x in range(1, n + 1): if n % x == 0 and luck(x): return ""YES"" return ""NO"" n = int(input()) print(lucky(n))",constant,"['brute force', 'number theory']",296
"n = int(input()) lucky = [""1"",""2"",""3"",""5"",""6"",""8"",""9"",""0""] ye = False for i in range(1,n+1): luck=True for char in str(i): if char in lucky: luck = False break if luck == True and n % i == 0: print(""YES"") ye = True break else: continue if ye != True: print(""NO"")",constant,"['brute force', 'number theory']",262
"n = int(input()) m = ''.join(set(list(str(n)))) if m == '47' or m == '74' or m == '4' or m == '7': print('YES') else: if n %4 == 0 or n %7== 0 or n %74== 0 or n %47== 0: print('YES') else: print(""NO"")",constant,"['brute force', 'number theory']",200
"def check(num): l = list(str(num)) l = list(dict.fromkeys(l)) if l==['4', '7'] or l==['7', '4'] or l==['4'] or l==['7']: return True else: return False lucky = False n = int(input()) for i in range(3, n+1): if n%i==0 and check(i): lucky=True print(""YES"" if lucky else ""NO"")",constant,"['brute force', 'number theory']",273
"details=[4,7,44,77,444,777,47,74,447,774,474,747,477] n=int(input()) f=0 for i in details: if n%i==0: f=1 break if f: print(""YES"") else: print(""NO"")",constant,"['brute force', 'number theory']",148
"n = int(input()) print([""YES"", ""NO""][all(n % i for i in [4, 7, 47, 744, 477])])",constant,"['brute force', 'number theory']",79
"n=int(input()) l=[4,7,47,74,44,77,447,444,474,777,747,744,477] c=0 for i in range(len(l)): if n%l[i]==0: c=1 break if c==1: print(""YES"") else: print(""NO"")",constant,"['brute force', 'number theory']",154
"n = int(input()) l = [4,7,47,74,444,447,474,477,747,744,774,777] for i in l: if n % i == 0: print('YES') break else: pass else: print('NO')",constant,"['brute force', 'number theory']",139
"import math def islucky(x): digits = set(list(str(x))) return (len(digits) == 2 and (""4"" in digits and ""7"" in digits)) or (len(digits) == 1 and (""4"" in digits or ""7"" in digits)) a = int(input()) lucky = islucky(a) for i in range(2, math.ceil(math.sqrt(a))+1): if a % i == 0: if islucky(i) or islucky(a // i): lucky = True break print(""YES"" if lucky else ""NO"")",constant,"['brute force', 'number theory']",359
"a=int(input()) b=str(a) c=[] for i in range(2,a+1): if(a%i==0): c.append(i) l=0 for j in c: r=str(j) t=len(r) o=0 for p in r: if(p==""4"" or p==""7""): o=o+1 if(o==t): l=l+1 if(l>0): print(""YES"") else: print(""NO"")",constant,"['brute force', 'number theory']",209
"n = int(input()) k = set(""47"") p = False for i in range(1, n+1): if n%i == 0: if set(str(i)) <= k: p = bool(set(str(i))) break if p == True: print(""YES"") else: print(""NO"")",constant,"['brute force', 'number theory']",171
"n=int(input()) s=[4,7,44,77,47,74,444,777,477,447,744,474,747,774] t=0 for i in s: if n%i==0: print(""YES"") t=1 break if t==0: print(""NO"")",constant,"['brute force', 'number theory']",137
"import math def lucky(x): return (list(set(list(str(x)))) in [[""4""],[""7""],[""4"",""7""],[""7"",""4""]]) a = int(input()) true = False for i in range(1, math.ceil(math.sqrt(a))+1): if a % i == 0: if lucky(i) or lucky(a//i): true = True break print(""YES"" if true else ""NO"")",constant,"['brute force', 'number theory']",263
"n=int(input()) c=0 lst=[4,7,47,74,447,474,744,477,747,774] if n in lst: print(""YES"") else: for i in lst: if n%i==0: print(""YES"") c=c+1 break else: continue if c==0: print(""NO"")",constant,"['brute force', 'number theory']",176
"import itertools def q121a_v2(): good_num_arr = generate_47_arr() num = int(input()) for element in good_num_arr: if(num % element == 0): print(""YES"") return print(""NO"") def generate_47_arr(): arr = [] for digits in range(1, 4): arr += itertools.product(""47"", repeat=digits) for i in range(len(arr)): arr[i] = int("""".join(list(arr[i]))) arr.append(4444444444) return arr q121a_v2()",constant,"['brute force', 'number theory']",381
"def luckynumber(n): a=[] for i in range(4,n+1): r=i c=0 while(r>0): x=r%10 if x!=4 and x!=7: c=1 break r=r//10 if c==0: a.append(i) return a n=int(input()) a=luckynumber(n) for i in a: if n==i or n%i==0: print(""YES"") break else: print(""NO"")",constant,"['brute force', 'number theory']",240
"s=int(input()) t=len(str(s)) L=['4','7'] import copy for i in range(t): L1=copy.deepcopy(L) for m in L: L1.append(m+'4') L1.append(m+'7') L=L1 L0=list(map(int,L)) sum=0 for i in range(len(L0)): if s%L0[i]==0: sum=sum+1 if sum>0: print('YES') else: print('NO')",constant,"['brute force', 'number theory']",259
"n=int(input()) li=[] for i in range(1,n+1): if n%i==0: li.append(i) p=0 for t in li: l=[m for m in str(t)] if set(l)=={'4'} or set(l)=={'7'} or set(l)=={'4','7'}: p+=1 if p>0: print('YES') else: print('NO')",constant,"['brute force', 'number theory']",206
"s=int(input()) u=True for i in [4,7,47,74,447,474,477,747,774]: if s%i==0: u=False print(""YES"") break if u: print(""NO"")",constant,"['brute force', 'number theory']",119
"n = int(input()) print('0','0',n)",constant,"['brute force', 'constructive algorithms', 'implementation', 'number theory']",33
"n = int(input()) f0= 0 f1 = 1 li = [0,1] for i in range(45): t = f1 f1 += f0 f0 = t li.append(f1) x = [] for i in range(3): for i in range(len(li)-1, -1, -1): if li[i] <= n: n -= li[i] x.append(li[i]) break if n == 0: print(*x, sep = "" "") else: print(""I'm too stupid to solve this problem"")",constant,"['brute force', 'constructive algorithms', 'implementation', 'number theory']",290
"n = int(input()) print(0, 0, n)",constant,"['brute force', 'constructive algorithms', 'implementation', 'number theory']",31
"a = [0,1] n = int(input()) i=2 r=0 while r<n: r = a[i-1]+a[i-2] a.append(r) i+=1 l = len(a)-1 if n>3: print(a[l-4],a[l-3],a[l-1]) elif n==3: print(1,1,1) elif n==2: print(0,1,1) elif n==1: print(0,0,1) elif n==0: print(0,0,0)",constant,"['brute force', 'constructive algorithms', 'implementation', 'number theory']",225
"import sys,os,io,time,copy if os.path.exists('input.txt'): sys.stdin = open('input.txt', 'r') sys.stdout = open('output.txt', 'w') import math def main(): n=int(input()) print(0,0,n) main()",constant,"['brute force', 'constructive algorithms', 'implementation', 'number theory']",189
"x = int(input()) print(0,0,x)",constant,"['brute force', 'constructive algorithms', 'implementation', 'number theory']",29
"n = int(input()) print(""0 0 {}"".format(n))",constant,"['brute force', 'constructive algorithms', 'implementation', 'number theory']",42
"n = int(input()) print(0, 0, n)",constant,"['brute force', 'constructive algorithms', 'implementation', 'number theory']",31
"print(0, 0, input())",constant,"['brute force', 'constructive algorithms', 'implementation', 'number theory']",20
"fib = [0]*100 fib[1] = 1 for i in range(2, 100): fib[i] = fib[i-1] + fib[i-2] n = int(input()) if (n in fib): if (n == 0): print(0, 0, 0) elif (n == 1): print(0, 0, 1) else: print(0, fib[fib.index(n)-2], fib[fib.index(n)-1]) else: print(""I'm too stupid to solve this problem"")",constant,"['brute force', 'constructive algorithms', 'implementation', 'number theory']",276
"n = int(input()) if n==0: print(*[0,0,0]) elif n==1: print(*[0,0,1]) else: prev2 = 0 prev1 = 1 prev = 1 while prev!=n: curr = prev+prev1 prev2 = prev1 prev1 = prev prev = curr print(*[0,prev2,prev1])",constant,"['brute force', 'constructive algorithms', 'implementation', 'number theory']",199
"n = int(input()) fib = [0,1] for x in range(1,200): z = fib[x] + fib[x-1] if z <= n: fib.append(z) else: break fib = fib[::-1] lis = [] for y in range(len(fib)): if fib[y] <= n: if (sum(lis) + fib[y]) <= n: if len(lis) < 3: lis.append(fib[y]) if sum(lis) == n: if len(lis) == 1: lis.append(0) lis.append(0) print(*lis) elif len(lis) == 2: lis.append(0) print(*lis) else: print(*lis) else: print(""I'm too stupid to solve this problem"")",constant,"['brute force', 'constructive algorithms', 'implementation', 'number theory']",434
"n=int(input()) print(""0"",""0"",n)",constant,"['brute force', 'constructive algorithms', 'implementation', 'number theory']",31
"import sys,math from collections import deque,defaultdict import operator as op from functools import reduce I=sys.stdin.readline def ii(): return int(I().strip()) def li(): return list(map(int,I().strip().split())) def mi(): return map(int,I().strip().split()) def ncr(n, r, p): num = den = 1 for i in range(r): num = (num * (n - i)) % p den = (den * (i + 1)) % p return (num * pow(den, p - 2, p)) % p def gcd(x, y): while y: x, y = y, x % y return x def valid(row,col,rows,cols,rcross,lcross): return rows[row]==0 and cols[col]==0 and rcross[col+row]==0 and lcross[col-row]==0 def div(n): tmp=[] for i in range(2,int(n**.5)+1): if n%i==0: cnt=0 while(n%i==0): n=n//i cnt+=1 tmp.append((i,cnt)) if n>1: tmp.append((n,1)) return tmp def isPrime(n): if n<=1: return False elif n<=2: return True else: flag=True for i in range(2,int(n**.5)+1): if n%i==0: flag=False break return flag def s(b): ans=[] while b>0: tmp=b%10 ans.append(tmp) b=b//10 return ans def main(): n=ii() print(n,0,0) if __name__ == '__main__': main()",constant,"['brute force', 'constructive algorithms', 'implementation', 'number theory']",1019
"n = int(input()) if n == 0: print(0, 0, 0) else: a, b = 0, 1 while a + b != n: a, b = b, a + b print(0, a, b)",constant,"['brute force', 'constructive algorithms', 'implementation', 'number theory']",109
"ser = [0, 1] def fib(n): i = 1 while i < n: ser.append(i) i = ser[-1] + ser[-2] if i != n: return -1 else: return len(ser) n = int(input()) a, b, c = 0, 0, 0 ans = 1 if n == 0: ans = 1 elif n == 1: a = 1 elif n == 2: a = 1 b = 1 elif n == 3: a = 1 b = 1 c = 1 else: ans = fib(n) if ans != -1: a = ser[ans-2] b = ser[ans-2] c = ser[ans-3] if ans != -1: print(a, b, c) else: print(""I'm too stupid to solve this problem"")",constant,"['brute force', 'constructive algorithms', 'implementation', 'number theory']",418
"n = int(input()) print(n, 0, 0)",constant,"['brute force', 'constructive algorithms', 'implementation', 'number theory']",31
